id^spotid^videoclip^videocaption
1^8^karringsurf.mpeg^Video: Tomas Rundgren gör en clean spin på Kärringvågen, 300 kubik/s§2^60^Varjisvalsen.rm^Mats vispar runt i valsen (högvatten)§3^115^Gysinge_Lars.mov^Lars i en liten vals§5^126^henrikswavelars01.mpeg^lars på henriksvågen§6^8^4surfers.mov.qt^Fyra små daggerpojkar i Kärringvågen§7^64^MatkakoskiMatsBlunt02.mpg^Mats bluntar, Dan filmar§8^131^ds_385m3_pelle01_23.mpeg^Pelle rockar§9^94^Glas_Pelle_spin_blunt_02.avi^Pelle på glasvågen§
